"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CBX4",0.02388031347287,0.919205684271934,0.523,0.309,1
"SSR3",0.0239106775038936,-0.802489566051405,0.374,0.564,1
"RGCC",0.0239551099720898,-0.960573267215002,0.234,0.236,1
"GALNT10",0.024006457149442,1.12483590769642,0.28,0.182,1
"AP002490.1",0.0241903285588858,1.48425940998148,0.15,0.036,1
"MRPL17",0.024264113066025,0.377326444859919,0.196,0.236,1
"SCCPDH",0.0245111487844526,-0.826266252419668,0.159,0.345,1
"AP5M1",0.0246627174033924,-1.16423783645958,0.112,0.291,1
"MED28",0.0247499219060576,0.033422646766429,0.28,0.4,1
"ZSCAN26",0.0248138447675361,-0.946185103624753,0.056,0.182,1
"MZT1",0.024936137693237,-1.59487820312546,0.121,0.327,1
"RASA3",0.0249789243998328,-0.818195780541501,0.159,0.273,1
"PCMTD1",0.0250216062074715,-0.901374714000711,0.252,0.4,1
"LINC00243",0.0251451360486259,1.15398583752697,0.065,0,1
"ZSWIM9",0.025145136048626,1.03679810086889,0.065,0,1
"SELENON",0.0253774391479814,0.369568733490442,0.327,0.345,1
"GOLGA4",0.0254832279256363,0.801735496813106,0.364,0.218,1
"HLA-C",0.0258272746664916,0.409181690611041,0.981,1,1
"LRRC58",0.0259275586564565,1.02469293540998,0.14,0.073,1
"NUDT22",0.0259476478422951,0.684342074026891,0.421,0.345,1
"DIS3L2",0.0259576738906573,-1.05832112687845,0.121,0.273,1
"CHRM3-AS2",0.026045455689179,-1.16616929185027,0.15,0.309,1
"SLC35D2",0.0260502393342807,-0.90399538609837,0.093,0.218,1
"CDK2AP1",0.0263180782479577,0.505085561328348,0.206,0.236,1
"SIPA1L2",0.0267062218535752,0.946039111495308,0.065,0,1
"TSHR",0.0269709309680536,-1.29978675046591,0.047,0.127,1
"LINC01128",0.0279261125410143,-0.979655318872448,0.075,0.218,1
"AL353759.1",0.0280457894129582,1.1867854999638,0.047,0,1
"ARID3B",0.0280457894129582,0.857676890978821,0.047,0,1
"CREB3L2",0.0280457894129582,0.831716636016869,0.047,0,1
"ENTPD3-AS1",0.0280457894129586,0.667314870752981,0.047,0,1
"PTPN11",0.0280614524681109,0.496688682660086,0.654,0.636,1
"SMAP1",0.0282048710093729,0.558414798323494,0.421,0.418,1
"STT3B",0.0283650096266871,-0.0900048472294102,0.738,0.891,1
"TRIM35",0.0283957561938846,-0.835395982914955,0.019,0.109,1
"MAPK13",0.028535013630648,-0.1958733535684,0.14,0.218,1
"LRRC8A",0.0285860393354781,1.15243294338242,0.15,0.055,1
"DBI",0.0287964882714018,0.569906624610066,0.645,0.509,1
"RHOF",0.0288731473067659,0.417378556791867,0.514,0.527,1
"AC011603.2",0.0289220750292995,0.800466253828799,0.121,0.018,1
"SSR1",0.0289460493923247,0.191435668556428,0.402,0.491,1
"POLR2E",0.0295305851905767,-0.348830565685994,0.477,0.655,1
"C11orf49",0.0297873970549773,-0.776995674643062,0.112,0.255,1
"THOC1",0.0298209106756102,-1.39406718354729,0.159,0.291,1
"AC009133.4",0.0300864097080893,-0.689365760684601,0,0.055,1
"PIK3AP1",0.0300864097080895,-1.22678262165952,0,0.055,1
"CCDC113",0.0300864097080898,-1.03768518245006,0,0.055,1
"ACP6",0.0300864097080899,-1.44966531169828,0,0.055,1
"AC087286.4",0.0300864097080899,-0.71851560560181,0,0.055,1
"C21orf58",0.0300864097080899,-0.857340883956555,0,0.055,1
"AL022724.3",0.03008640970809,-0.664959201691466,0,0.055,1
"C5orf34",0.03008640970809,-0.659521302392154,0,0.055,1
"TESMIN",0.03008640970809,-1.09734950137618,0,0.055,1
"ARMCX5-GPRASP2",0.0300864097080903,-1.10074905438527,0,0.055,1
"LRRC42",0.0301466264080529,-1.03896855672831,0.056,0.182,1
"CUTC",0.0304397117878105,-0.713764601696565,0.168,0.345,1
"C1orf54",0.0305695778645221,-0.842245794188841,0,0.055,1
"KLF11",0.0305695778645223,-1.08255417028434,0,0.055,1
"C14orf132",0.0305695778645224,-0.970630974677803,0,0.055,1
"LDLR",0.0305695778645227,-1.39959436218106,0,0.055,1
"COMMD8",0.0310700105284527,-1.07127786031546,0.187,0.382,1
"MPST",0.0311665839452784,0.191921397730799,0.224,0.291,1
"BRI3",0.0312056578338486,-0.425922369330852,0.364,0.545,1
"CDK4",0.0312153915967796,-0.839109476523875,0.243,0.4,1
"NRBF2",0.0312547784829951,-0.906952169421524,0.131,0.291,1
"ZNF484",0.0313165179417235,-1.19265975171556,0.093,0.218,1
"PFDN2",0.0313560867283306,0.885543967534217,0.421,0.273,1
"SLC18B1",0.031473233985307,-0.901447176042383,0,0.055,1
"FICD",0.0315861661014845,0.866667046492562,0.056,0,1
"MED20",0.0315861661014848,0.784487878540234,0.056,0,1
"GPR68",0.031625337044001,1.81263653586033,0.15,0.018,1
"PCBD2",0.0316307869649325,-0.547913841810571,0.037,0.109,1
"PECR",0.032024043383463,1.23519550567086,0.112,0.018,1
"ZNF354C",0.0320261846455017,-0.411084218854701,0.019,0.091,1
"CHD3",0.0321008246855155,-0.409590409589494,0.477,0.691,1
"ZC3H15",0.0321950372233474,-0.567717462989035,0.514,0.673,1
"AC090587.2",0.0324321871617546,-1.08337550197235,0.028,0.109,1
"TRBV7-3",0.0325038865856455,3.92909316644739,0.065,0,1
"FUT4",0.0325744764546182,0.983555675475002,0.065,0,1
"SMG9",0.0329796954511056,-0.353298293264551,0.187,0.127,1
"RNF144A",0.0331772430625366,-1.02662814689939,0.028,0.091,1
"RNF19B",0.0332985868189808,0.864435870328681,0.056,0,1
"ZNF785",0.0332985868189809,1.08711478978188,0.056,0,1
"SIN3B",0.0333399722365545,1.36200541442378,0.187,0.073,1
"SH3TC1",0.0336469280653273,0.034571215180027,0.271,0.4,1
"ZNF821",0.0337716417075312,-0.573151127074383,0.121,0.218,1
"EGLN1",0.0338632174244848,0.965277789934857,0.336,0.164,1
"TMA7",0.0340540465800626,0.213508181854461,0.991,0.945,1
"MAL",0.0341315143538992,-0.611821213735816,0.318,0.473,1
"NUMB",0.0345518130842939,1.1821129315488,0.262,0.127,1
"SEC23IP",0.034788032061707,-0.0636612531247833,0.206,0.127,1
"BMI1",0.0350284928606248,-0.646767213686145,0.159,0.291,1
"TRIM33",0.0351206755566959,0.514534937594616,0.29,0.291,1
"POLDIP2",0.0351999836147774,-0.105175241139584,0.206,0.309,1
"SND1-IT1",0.0353787978490422,0.933580121601361,0.056,0,1
"HSF5",0.0353787978490424,0.831292399701435,0.056,0,1
"ARL2",0.0356171270670174,1.23822495558722,0.234,0.091,1
"RASGRF2",0.0356238139498009,1.33660725196951,0.224,0.091,1
"DCBLD1",0.0360411754942248,-0.821642278215006,0.075,0.218,1
"RNF166",0.0362049703675021,-0.702545292709884,0.318,0.491,1
"COQ3",0.0362629919944688,0.7901065259864,0.047,0,1
"SLC9A6",0.0366260970987175,1.0811878595378,0.103,0.018,1
"PDPK1",0.0367026120394566,-0.969957488448945,0.168,0.327,1
"JMJD4",0.0370647387913735,-0.670745182940733,0.075,0.2,1
"CNTRL",0.037080082349235,-0.407516870285747,0.318,0.491,1
"PPID",0.0373658582664556,-0.735061594468927,0.168,0.327,1
"SVBP",0.0373667941274655,-0.534199643306425,0.14,0.255,1
"CST7",0.0375506963638333,0.600040131210643,0.336,0.145,1
"MFSD11",0.0376151295373489,-0.806264780853275,0.196,0.327,1
"TMEM14C",0.037988878054782,0.583533758026151,0.477,0.436,1
"NR4A2",0.0380065118454251,0.744244502813325,0.421,0.436,1
"TNFSF14",0.0380764112766212,-0.438266917246972,0.121,0.291,1
"KRT2",0.0381710963697389,-0.978457835385198,0,0.036,1
"AC016683.1",0.0381710963697391,-0.438074151607476,0,0.036,1
"ACER2",0.0381710963697391,-0.61273624010488,0,0.036,1
"ADGRA3",0.0381710963697391,-0.466287355911066,0,0.036,1
"AP001816.1",0.0381710963697391,-0.438074151607476,0,0.036,1
"SNHG4",0.0381710963697391,-0.49036129707601,0,0.036,1
"AL391684.1",0.0381710963697392,-0.444555516663997,0,0.036,1
"C9orf147",0.0381710963697392,-0.421086599693875,0,0.036,1
"LINC01232",0.0381710963697392,-0.420709593341296,0,0.036,1
"EFCAB13",0.0381710963697392,-0.586016460778302,0,0.036,1
"AC008736.1",0.0381710963697394,-0.540681272275169,0,0.036,1
"ISM1",0.0381710963697394,-0.473740285473602,0,0.036,1
"SEMA6A-AS1",0.0381710963697394,-0.473740285473602,0,0.036,1
"C9orf106",0.0381710963697395,-0.66566135868538,0,0.036,1
"LINC00886",0.0381710963697395,-0.556417111587757,0,0.036,1
"TCN2",0.0381710963697395,-0.402688578633339,0,0.036,1
"RPS20",0.0382704303473882,-0.234435099305131,0.85,0.964,1
"NBPF15",0.0382948492696495,-0.131038633281768,0.224,0.382,1
"MRPL22",0.0384216324243544,-0.889037794731418,0.187,0.364,1
"PPWD1",0.0388208800174039,-0.621878011090493,0.28,0.473,1
"PPT2",0.0390042122833349,1.02196964014464,0.056,0,1
"GDF11",0.0390042122833356,0.843595225260339,0.056,0,1
"RNMT",0.0390185318265342,0.245021994606157,0.383,0.436,1
"NFATC1",0.0390293045457158,1.02738103742217,0.626,0.545,1
"TMEM14B",0.03934181656373,-0.0530653762579911,0.505,0.636,1
"ZFP36L1",0.0393483563962506,0.551723786310741,0.935,0.909,1
"CRYBG1",0.0396485406688876,1.18724755789498,0.28,0.091,1
"PHYH",0.039716546213386,-0.480054640003621,0.028,0.091,1
"AP000977.1",0.0398828658621809,-0.476702387624031,0,0.036,1
"AL109840.2",0.0398828658621809,-0.350349158464818,0,0.036,1
"ATP6AP1L",0.0398828658621811,-0.562719765393114,0,0.036,1
"AC011043.1",0.0398828658621812,-0.439938617579708,0,0.036,1
"AL353708.3",0.0398828658621812,-0.300236220018047,0,0.036,1
"MXD3",0.0398828658621812,-0.525849777298496,0,0.036,1
"SMAGP",0.0398828658621812,-0.493378941436532,0,0.036,1
"STAC",0.0398828658621812,-0.267278893572608,0,0.036,1
"AC104971.1",0.0398828658621813,-0.259947950676394,0,0.036,1
"PEX12",0.0398828658621815,-0.769906764840415,0,0.036,1
"AP000845.1",0.0398828658621817,-0.429780747818158,0,0.036,1
"AC008555.1",0.0398828658621817,-0.443652092136866,0,0.036,1
"EEF1AKMT4",0.0399883305616597,0.614563759656701,0.047,0,1
"ZBTB18",0.0399883305616599,0.7460637331144,0.047,0,1
"CNOT8",0.0400342525161191,0.957451348729397,0.336,0.255,1
"TRAV17",0.0401255294229902,-1.32171701148235,0.224,0.455,1
"SYTL1",0.0405100071916241,0.319636450100301,0.29,0.327,1
"FECH",0.0405924293012074,-0.886066201222418,0.037,0.145,1
"GRPEL2",0.0406314601297174,-0.843410800842529,0.037,0.145,1
"DENND2D",0.0406866783038406,-0.113310325238109,0.813,0.891,1
"AC010186.3",0.0407834164945417,-0.88552310952469,0.009,0.073,1
"METTL25",0.0408045585579491,1.38120038625392,0.121,0.018,1
"C3orf14",0.0409887985677712,1.25314958142084,0.056,0,1
"GATAD1",0.0410785994587451,1.53319024109026,0.178,0.055,1
"FP671120.6",0.0411067628790507,0.804728834602981,0.037,0,1
"NRAV",0.0411082447712477,0.940503354376852,0.056,0,1
"TIGD2",0.0411742813491298,0.726204045665552,0.047,0,1
"FANCC",0.0411742813491312,0.940377483993704,0.047,0,1
"VDR",0.0411742813491312,0.768188099003563,0.047,0,1
"TRIM5",0.0416935902975146,-0.877580233546849,0.019,0.127,1
"PLA2G6",0.0416939035990297,1.14947198449871,0.206,0.055,1
"IKZF1",0.0417775853667162,-0.60357811478346,0.729,0.873,1
"DIP2B",0.0417992414708571,0.0361856087034526,0.262,0.382,1
"BCAS3",0.0419166059628976,0.530738107498294,0.14,0.055,1
"BCL7B",0.0420233246670723,-0.304680947238806,0.28,0.436,1
"ATP5IF1",0.0420915296416111,-0.566884595583655,0.785,0.927,1
"LSM12",0.042098279730314,1.1692400596646,0.252,0.127,1
"ANKRD37",0.0421398447126482,0.632619902423578,0.047,0,1
"ZNF813",0.0424125726500502,-0.477730864739455,0.009,0.073,1
"ZRANB3",0.0424125726500502,-1.11545692537817,0.009,0.073,1
"SLC31A1",0.0424125726500502,-0.902297872297628,0.009,0.073,1
"PCYOX1L",0.0425441423140444,-0.182353851744001,0.112,0.2,1
"DPAGT1",0.0425599517203632,1.23993323149977,0.224,0.091,1
"TRGV5",0.0430607474075195,1.3609139072107,0.093,0.018,1
"DDX3X",0.0432202340970443,-0.229058965025347,0.645,0.8,1
"FAM13A-AS1",0.0432408246411399,-0.923565609670556,0.019,0.091,1
"VTI1B",0.0432408891575005,0.349677560153996,0.308,0.309,1
"SELENOS",0.0434000158181712,0.18572846104852,0.224,0.291,1
"TAF1",0.043475457903484,-0.701694417477485,0.093,0.218,1
"GFOD1",0.0435424448350797,1.00412963533512,0.402,0.236,1
"MINCR",0.0435446906547937,-0.715062983077484,0.009,0.073,1
"THAP11",0.0438006741128384,-0.39792284824867,0.271,0.4,1
"ZNRF2",0.0438059095191386,-0.171140583952531,0.299,0.436,1
"CSAD",0.0438386509598213,1.04821443614558,0.103,0.018,1
"MRPS18C",0.0438563298354228,-0.790945494277455,0.206,0.4,1
"HIC2",0.0438642191669218,0.465049861453539,0.187,0.236,1
"LAMTOR3",0.0442705635749751,0.632230320016053,0.224,0.255,1
"COG6",0.0444277524033704,-1.25667228851107,0.075,0.2,1
"AP2S1",0.0444675178894515,0.273044106726752,0.458,0.527,1
"MYO9B",0.0446313324890877,1.01989612040881,0.402,0.236,1
"MT-CO3",0.0446506479233115,0.276600722949166,1,1,1
"PDLIM7",0.0448063360458708,-1.05915153360632,0.084,0.182,1
"C1orf131",0.0448401538634821,1.07396272385308,0.262,0.127,1
"FARSA",0.0449605343995026,-1.05101618392117,0.168,0.345,1
"CCDC92",0.0453009169137396,-0.675681106848679,0.196,0.364,1
"GRN",0.0454339567172834,0.054713472252484,0.093,0.164,1
"COL6A2",0.0455742012046927,1.09666517440453,0.065,0,1
